100,300,1244
105,300,1236
110,300,1236
115,300,1212
120,300,1192
125,300,1240
130,300,1196
135,300,1220
140,300,1220
145,300,1216
150,300,1220
155,300,1200
160,300,1180
165,300,1228
170,300,1188
175,300,1208
180,300,1208
185,300,1212
190,300,1216
195,300,1192
200,300,1176
205,300,1220
210,300,1188
215,300,1204
220,300,1196
225,300,1204
230,300,1208
235,300,1188
240,300,1172
245,300,1220
250,300,1184
255,300,1200
260,300,1208
265,300,1204
270,300,1208
275,300,1188
280,300,1172
285,300,1220
290,300,1184
295,300,1220
300,300,1204
305,300,1196
310,300,1208
315,300,1212
320,300,1172
325,300,1220
330,300,1180
335,300,1220
340,300,1204
345,300,1196
350,300,1208
355,300,1212
360,300,1200
365,300,1220
370,300,1204
375,300,1220
380,300,1188
385,300,1196
390,300,1216
395,300,1212
400,300,1200
405,300,1216
410,300,1200
415,300,1216
420,300,1184
425,300,1168
430,300,1216
435,300,1180
440,300,1196
445,300,1204
450,300,1204
455,300,1208
460,300,1192
465,300,1168
470,300,1216
475,300,1180
480,300,1216
485,300,1204
490,300,1196
495,300,1204
500,300,1212
505,300,1168
510,300,1216
515,300,1180
520,300,1216
525,300,1184
530,300,1188
535,300,1216
540,300,1208
545,300,1196
550,300,1216
555,300,1200
560,300,1216
565,300,1184
570,300,1196
575,300,1216
580,300,1180
585,300,1196
590,300,1200
595,300,1200
600,300,1204
605,300,1180
610,300,1168
615,300,1216
620,300,1180
625,300,1196
630,300,1200
635,300,1200
640,300,1204
645,300,1208
650,300,1168
655,300,1212
660,300,1176
665,300,1212
670,300,1200
675,300,1192
680,300,1204
685,300,1208
690,300,1168
695,300,1216
700,300,1196
705,300,1212
710,300,1180
715,300,1192
720,300,1212
725,300,1208
730,300,1196
735,300,1216
740,300,1200
745,300,1212
750,300,1184
755,300,1168
760,300,1212
765,300,1176
770,300,1196
775,300,1204
780,300,1200
785,300,1204
790,300,1180
795,300,1168
800,300,1216
805,300,1176
810,300,1212
815,300,1196
820,300,1192
825,300,1204
830,300,1208
835,300,1168
840,300,1216
845,300,1196
850,300,1212
855,300,1180
860,300,1192
865,300,1212
870,300,1204
875,300,1196
880,300,1212
885,300,1200
890,300,1212
895,300,1180
900,300,1156
905,300,1216
910,300,1176
915,300,1196
920,300,1196
925,300,1200
930,300,1204
935,300,1180
940,300,1164
945,300,1216
950,300,1176
955,300,1212
960,300,1200
965,300,1184
970,300,1204
975,300,1208
980,300,1168
985,300,1212
990,300,1196
995,300,1212
1000,300,1180
1005,300,1192
1010,300,1216
1015,300,1208
1020,300,1184
1025,300,1204
1030,300,1196
1035,300,1204
1040,300,1180
1045,300,1168
1050,300,1216
1055,300,1176
1060,300,1196
1065,300,1196
1070,300,1200
1075,300,1200
1080,300,1208
1085,300,1172
1090,300,1216
1095,300,1176
1100,300,1212
1105,300,1200
1110,300,1192
1115,300,1204
1120,300,1208
1125,300,1192
1130,300,1216
1135,300,1200
1140,300,1212
1145,300,1180
1150,300,1188
1155,300,1212
1160,300,1208
1165,300,1196
1170,300,1196
1175,300,1196
1180,300,1204
1185,300,1180
1190,300,1168
1195,300,1212
1200,300,1176
1205,300,1196
1210,300,1196
1215,300,1192
1220,300,1204
1225,300,1208
1230,300,1164
1235,300,1212
1240,300,1176
1245,300,1212
1250,300,1196
1255,300,1192
1260,300,1212
1265,300,1204
1270,300,1196
1275,300,1216
1280,300,1196
1285,300,1212
1290,300,1180
1295,300,1180
1300,300,1216
1305,300,1176
1310,300,1192
1315,300,1196
1320,300,1196
1325,300,1204
1330,300,1180
1335,300,1164
1340,300,1212
1345,300,1176
1350,300,1212
1355,300,1196
1360,300,1188
1365,300,1200
1370,300,1204
1375,300,1168
1380,300,1212
1385,300,1172
1390,300,1212
1395,300,1184
1400,300,1192
1405,300,1212
1410,300,1204
1415,300,1196
1420,300,1216
1425,300,1196
1430,300,1204
1435,300,1180
1440,300,1164
1445,300,1212
1450,300,1176
1455,300,1196
1460,300,1196
1465,300,1196
1470,300,1204
1475,300,1208
1480,300,1168
1485,300,1212
1490,300,1176
1495,300,1212
1500,300,1196
1505,300,1188
1510,300,1200
1515,300,1204
1520,300,1192
1525,300,1216
1530,300,1196
1535,300,1212
1540,300,1180
1545,300,1188
1550,300,1212
1555,300,1204
1560,300,1192
1565,300,1196
1570,300,1196
1575,300,1204
1580,300,1184
1585,300,1168
1590,300,1212
1595,300,1172
1600,300,1208
1605,300,1192
1610,300,1188
1615,300,1200
1620,300,1204
1625,300,1164
1630,300,1216
1635,300,1176
1640,300,1212
1645,300,1184
1650,300,1188
1655,300,1212
1660,300,1208
1665,300,1196
1670,300,1212
1675,300,1196
1680,300,1196
1685,300,1180
1690,300,1164
1695,300,1212
1700,300,1172
1705,300,1192
1710,300,1192
1715,300,1196
1720,300,1200
1725,300,1180
1730,300,1172
1735,300,1216
1740,300,1176
1745,300,1212
1750,300,1196
1755,300,1192
1760,300,1200
1765,300,1204
1770,300,1164
1775,300,1212
1780,300,1196
1785,300,1212
1790,300,1180
1795,300,1188
1800,300,1212
1805,300,1204
1810,300,1196
1815,300,1212
1820,300,1196
1825,300,1200
1830,300,1180
1835,300,1160
1840,300,1212
1845,300,1176
1850,300,1196
1855,300,1196
1860,300,1188
1865,300,1200
1870,300,1204
1875,300,1164
1880,300,1212
1885,300,1176
1890,300,1208
1895,300,1180
1900,300,1188
1905,300,1212
1910,300,1200
1915,300,1192
1920,300,1212
1925,300,1196
1930,300,1212
1935,300,1180
1940,300,1180
1945,300,1208
1950,300,1172
1955,300,1196
1960,300,1196
1965,300,1196
1970,300,1196
1975,300,1180
1980,300,1164
1985,300,1212
1990,300,1172
1995,300,1208
2000,300,1196
2005,300,1188
2010,300,1200
2015,300,1204
2020,300,1192
2025,300,1208
2030,300,1192
2035,300,1208
2040,300,1176
2045,300,1188
2050,300,1212
2055,300,1172
2060,300,1192
2065,300,1196
2070,300,1196
2075,300,1204
2080,300,1176
2085,300,1164
2090,300,1212
2095,300,1172
2100,300,1208
2105,300,1196
2110,300,1188
2115,300,1200
2120,300,1208
2125,300,1164
2130,300,1212
2135,300,1196
2140,300,1212
2145,300,1180
2150,300,1188
2155,300,1208
2160,300,1204
2165,300,1196
2170,300,1196
2175,300,1192
2180,300,1200
2185,300,1176
2190,300,1164
2195,300,1212
2200,300,1180
2205,300,1208
2210,300,1196
2215,300,1192
2220,300,1200
2225,300,1204
2230,300,1160
2235,300,1212
2240,300,1176
2245,300,1212
2250,300,1176
2255,300,1172
2260,300,1212
2265,300,1204
2270,300,1188
2275,300,1212
2280,300,1196
2285,300,1200
2290,300,1176
2295,300,1160
2300,300,1208
2305,300,1176
2310,300,1192
2315,300,1196
2320,300,1188
2325,300,1200
2330,300,1204
2335,300,1160
2340,300,1208
2345,300,1172
2350,300,1208
2355,300,1176
2360,300,1188
2365,300,1212
2370,300,1200
2375,300,1188
2380,300,1208
2385,300,1196
2390,300,1200
2395,300,1176
2400,300,1164
2405,300,1208
2410,300,1172
2415,300,1188
2420,300,1192
2425,300,1192
2430,300,1196
2435,300,1204
2440,300,1160
2445,300,1208
2450,300,1172
2455,300,1208
2460,300,1192
2465,300,1188
2470,300,1208
2475,300,1200
2480,300,1188
2485,300,1212
2490,300,1192
2495,300,1196
2500,300,1180
2505,300,1160
2510,300,1208
2515,300,1172
2520,300,1188
2525,300,1192
2530,300,1196
2535,300,1200
2540,300,1204
2545,300,1160
2550,300,1208
2555,300,1172
2560,300,1208
2565,300,1176
2570,300,1184
2575,300,1208
2580,300,1204
2585,300,1188
2590,300,1208
2595,300,1192
2600,300,1200
2605,300,1176
2610,300,1160
2615,300,1208
2620,300,1168
2625,300,1208
2630,300,1192
2635,300,1180
2640,300,1200
2645,300,1200
2650,300,1160
2655,300,1208
2660,300,1192
2665,300,1204
2670,300,1176
2675,300,1184
2680,300,1216
2685,300,1204
2690,300,1192
