5,300,0,4860
10,300,9456,4860
15,300,4368,4148
21,300,3108,3396
27,300,2756,2580
32,300,2592,2468
38,300,2456,2680
44,300,2372,2588
50,300,2192,2440
55,300,2084,2300
61,300,1968,2172
66,300,1800,2008
72,300,1716,1892
78,300,1700,1776
83,300,1660,1760
90,300,1576,1696
95,300,1568,1664
101,300,1572,1584
106,300,1540,1624
112,300,1472,1608
118,300,1528,1564
123,300,1484,1560
130,300,1480,1564
135,300,1472,1512
141,300,1416,1544
147,300,1408,1520
152,300,1420,1476
158,300,1396,1500
164,300,1404,1476
169,300,1408,1444
176,300,1400,1484
181,300,1348,1468
187,300,1404,1456
193,300,1408,1404
198,300,1356,1456
204,300,1400,1440
209,300,1344,1392
216,300,1360,1444
222,300,1388,1432
227,300,1352,1388
233,300,1380,1440
239,300,1364,1432
244,300,1360,1384
250,300,1380,1440
256,300,1372,1424
262,300,1376,1376
268,300,1376,1436
273,300,1340,1428
279,300,1356,1452
284,300,1376,1436
290,300,1356,1412
296,300,1332,1456
302,300,1372,1440
308,300,1364,1412
314,300,1320,1448
319,300,1388,1432
325,300,1348,1404
330,300,1360,1444
336,300,1372,1428
343,300,1324,1396
348,300,1364,1440
354,300,1356,1432
359,300,1356,1404
365,300,1356,1440
371,300,1332,1428
376,300,1356,1400
382,300,1360,1432
388,300,1368,1424
394,300,1312,1396
400,300,1360,1436
405,300,1356,1424
411,300,1344,1392
417,300,1368,1428
422,300,1324,1424
429,300,1336,1388
434,300,1344,1396
440,300,1340,1412
446,300,1368,1380
451,300,1344,1396
457,300,1352,1416
462,300,1356,1384
468,300,1332,1400
475,300,1320,1420
480,300,1380,1428
486,300,1368,1408
491,300,1312,1412
497,300,1360,1432
503,300,1320,1400
508,300,1352,1400
515,300,1368,1416
521,300,1348,1388
526,300,1364,1384
532,300,1344,1344
537,300,1348,1392
543,300,1356,1388
549,300,1328,1340
555,300,1328,1392
561,300,1352,1384
567,300,1356,1404
572,300,1324,1388
578,300,1384,1364
583,300,1328,1404
589,300,1340,1388
595,300,1352,1360
601,300,1320,1380
607,300,1360,1396
612,300,1340,1356
618,300,1332,1372
624,300,1336,1396
629,300,1324,1376
635,300,1352,1392
642,300,1364,1396
647,300,1356,1424
653,300,1308,1404
658,300,1356,1408
664,300,1320,1428
670,300,1344,1404
675,300,1360,1412
681,300,1340,1364
688,300,1348,1420
693,300,1344,1412
699,300,1356,1356
704,300,1356,1404
710,300,1324,1400
716,300,1328,1352
721,300,1356,1408
728,300,1348,1400
733,300,1304,1352
739,300,1352,1404
745,300,1304,1380
750,300,1328,1424
756,300,1360,1412
761,300,1364,1392
768,300,1388,1436
774,300,1356,1428
779,300,1348,1396
785,300,1352,1436
791,300,1336,1420
796,300,1352,1392
802,300,1356,1432
807,300,1348,1420
814,300,1304,1404
820,300,1364,1448
825,300,1368,1436
831,300,1356,1408
836,300,1376,1440
842,300,1328,1420
848,300,1348,1400
854,300,1352,1416
860,300,1356,1432
866,300,1364,1412
871,300,1324,1420
877,300,1348,1436
882,300,1352,1400
888,300,1340,1416
894,300,1328,1440
900,300,1376,1408
906,300,1360,1424
911,300,1312,1432
917,300,1372,1396
923,300,1332,1412
928,300,1344,1432
934,300,1356,1404
940,300,1336,1420
946,300,1364,1440
952,300,1360,1404
957,300,1364,1432
963,300,1360,1440
969,300,1332,1464
974,300,1340,1432
980,300,1356,1436
986,300,1368,1448
992,300,1316,1420
998,300,1364,1428
1003,300,1316,1444
1009,300,1340,1420
1015,300,1376,1432
1020,300,1336,1456
1027,300,1372,1432
1033,300,1348,1432
1038,300,1348,1452
1044,300,1360,1424
1050,300,1332,1420
1055,300,1332,1360
1061,300,1348,1404
1067,300,1336,1396
1073,300,1296,1356
1079,300,1364,1404
1084,300,1328,1408
1090,300,1340,1376
1096,300,1340,1432
1101,300,1348,1424
1107,300,1364,1376
1114,300,1348,1424
1119,300,1332,1392
1125,300,1332,1428
1131,300,1332,1412
1136,300,1300,1388
1142,300,1364,1428
1148,300,1324,1420
1154,300,1344,1396
1160,300,1364,1436
1166,300,1328,1428
1171,300,1372,1400
1177,300,1352,1420
1183,300,1348,1436
1188,300,1348,1396
1195,300,1320,1408
1201,300,1344,1424
1206,300,1376,1388
1212,300,1368,1404
1218,300,1312,1420
1223,300,1364,1388
1229,300,1336,1408
1235,300,1360,1412
1241,300,1376,1436
1247,300,1340,1404
1253,300,1352,1412
1258,300,1340,1432
1264,300,1344,1408
1270,300,1360,1412
1275,300,1336,1364
1282,300,1344,1420
1287,300,1372,1412
1293,300,1368,1368
1299,300,1328,1424
1304,300,1380,1408
1310,300,1328,1360
1316,300,1340,1416
1321,300,1368,1400
1328,300,1356,1420
1334,300,1384,1408
1339,300,1364,1388
1345,300,1360,1436
1351,300,1364,1420
1356,300,1348,1388
1362,300,1364,1424
1369,300,1372,1412
1374,300,1364,1384
1380,300,1304,1400
1386,300,1360,1416
1391,300,1332,1380
1397,300,1356,1392
1403,300,1372,1408
1409,300,1320,1376
1415,300,1364,1400
1421,300,1364,1416
1426,300,1368,1444
1432,300,1364,1412
1438,300,1328,1420
1443,300,1328,1444
1449,300,1344,1412
1456,300,1360,1412
1461,300,1312,1428
1467,300,1368,1400
1473,300,1320,1396
1478,300,1340,1356
1484,300,1368,1412
1490,300,1356,1400
1496,300,1364,1352
1502,300,1336,1404
1508,300,1320,1372
1513,300,1340,1416
1519,300,1328,1400
1524,300,1316,1372
1530,300,1360,1416
1537,300,1348,1408
1542,300,1336,1384
1548,300,1368,1404
1554,300,1328,1424
1559,300,1360,1388
1565,300,1332,1408
1571,300,1328,1428
1576,300,1344,1396
1583,300,1328,1412
1589,300,1340,1424
1594,300,1344,1388
1600,300,1352,1416
1606,300,1312,1428
1611,300,1372,1460
1617,300,1340,1436
1624,300,1356,1436
1629,300,1368,1452
1635,300,1324,1416
1641,300,1368,1428
1646,300,1360,1448
1652,300,1376,1420
1658,300,1360,1424
1664,300,1332,1448
1670,300,1344,1424
1676,300,1360,1420
1681,300,1352,1384
1687,300,1312,1428
1693,300,1356,1412
1698,300,1308,1368
1704,300,1336,1416
1710,300,1368,1404
1716,300,1352,1364
1722,300,1356,1424
1727,300,1332,1420
1733,300,1332,1376
1739,300,1356,1428
1744,300,1340,1396
1751,300,1308,1436
1757,300,1348,1404
1762,300,1340,1392
1768,300,1332,1428
1774,300,1356,1408
1779,300,1316,1380
1785,300,1348,1416
1792,300,1328,1412
1797,300,1336,1380
1803,300,1348,1400
1809,300,1324,1416
1814,300,1328,1384
1820,300,1344,1400
1826,300,1328,1412
1831,300,1288,1420
1838,300,1348,1396
1844,300,1304,1396
1849,300,1332,1420
1855,300,1316,1396
1861,300,1324,1408
1866,300,1340,1356
1872,300,1316,1412
1879,300,1320,1408
1884,300,1340,1360
1890,300,1340,1412
1896,300,1336,1400
1901,300,1356,1356
1907,300,1304,1404
1912,300,1336,1372
1918,300,1316,1408
1925,300,1324,1400
1930,300,1336,1368
1936,300,1312,1408
1942,300,1292,1396
1947,300,1340,1376
1953,300,1336,1388
1959,300,1328,1404
1965,300,1348,1368
1971,300,1296,1388
1977,300,1336,1404
1982,300,1324,1412
1988,300,1336,1380
1994,300,1340,1384
1999,300,1312,1408
2006,300,1288,1380
